NDB_No,Shrt_Desc,Water_.g.,Energ_Kcal,Protein_.g.,Lipid_Tot_.g.,Ash_.g.,Carbohydrt_.g.,Fiber_TD_.g.,Sugar_Tot_.g.,Calcium_.mg.,Iron_.mg.,Magnesium_.mg.,Phosphorus_.mg.,Potassium_.mg.,Sodium_.mg.,Zinc_.mg.,Copper_mg.,Manganese_.mg.,Selenium_.µg.,Vit_C_.mg.,Thiamin_.mg.,Riboflavin_.mg.,Niacin_.mg.,Panto_Acid_mg.,Vit_B6_.mg.,Folate_Tot_.µg.,Folic_Acid_.µg.,Food_Folate_.µg.,Folate_DFE_.µg.,Choline_Tot_..mg.,Vit_B12_.µg.,Vit_A_IU,Vit_A_RAE,Retinol_.µg.,Alpha_Carot_.µg.,Beta_Carot_.µg.,Beta_Crypt_.µg.,Lycopene_.µg.,Lut.Zea_..µg.,Vit_E_.mg.,Vit_D_µg,Vit_D_IU,Vit_K_.µg.,FA_Sat_.g.,FA_Mono_.g.,FA_Poly_.g.,Cholestrl_.mg.,,,,,,,,,,,
9443,"JUICE,APPL & GRAPE BLEND,W/ ADDED VIT C",87.05,50,0.16,0.12,0.22,12.46,0.2,10.92,11,0.11,7,9,96,7,0.05,0.01,0.041,0.1,28.2,0.006,0.015,0.087,0.035,0.021,0,0,0,0,2.4,0,4,0,0,0,2,0,0,33,0.01,0,0,0.2,0.023,0.005,0.032,0,,,,,,,,,,,
9444,"JUICE,APPL,GRAPE & PEAR BLEND,W/ ADDED VIT C & CA",86.44,52,0.17,0.12,0.31,12.96,0.2,9.95,72,0.14,6,11,89,5,0.06,0.013,0.086,0.1,50.7,0.005,0.015,0.094,0.03,0.018,0,0,0,0,1.8,0,1,0,0,0,0,0,0,16,0.01,0,0,0,0.021,0.005,0.04,0,,,,,,,,,,,
11789,"JUTE,POTHERB,CKD,BLD,DRND,W/SALT",87.15,37,3.68,0.2,1.68,7.29,2,1,211,3.14,62,72,550,247,0.79,0.255,0.123,0.9,33,0.091,0.192,0.89,0.072,0.57,104,0,104,104,12.8,0,5185,259,0,0,3111,0,0,1747,0.07,0,0,108,0.03,0.014,0.096,0,,,,,,,,,,,
11232,"JUTE,POTHERB,CKD,BLD,DRND,WO/SALT",87.15,37,3.68,0.2,1.68,7.29,2,1,211,3.14,62,72,550,11,0.79,0.255,0.123,0.9,33,0.091,0.192,0.89,0.072,0.57,104,0,104,104,12.8,0,5185,259,0,0,3111,0,0,1747,0.7,0,0,108,0.03,0.014,0.096,0,,,,,,,,,,,
11234,"KALE,CKD,BLD,DRND,WO/SALT",91.2,28,1.9,0.4,0.87,5.63,2,1.25,72,0.9,18,28,228,23,0.24,0.156,0.416,0.9,41,0.053,0.07,0.5,0.049,0.138,13,0,13,13,0.4,0,13621,681,0,0,8173,0,0,18246,0.85,0,0,817,0.052,0.03,0.193,0,,,,,,,,,,,
11791,"KALE,FRZ,CKD,BLD,DRND,W/SALT",90.5,30,2.84,0.49,0.94,5.23,2,1.34,138,0.94,18,28,321,251,0.18,0.047,0.45,0.9,25.2,0.043,0.114,0.672,0.053,0.086,14,0,14,14,0.5,0,14704,735,0,0,8823,0,0,19697,0.92,0,0,882,0.063,0.036,0.235,0,,,,,,,,,,,
11236,"KALE,FRZ,CKD,BLD,DRND,WO/SALT",90.5,30,2.84,0.49,0.94,5.23,2,1.34,138,0.94,18,28,321,15,0.18,0.047,0.45,0.9,25.2,0.043,0.114,0.672,0.053,0.086,14,0,14,14,0.5,0,14704,735,0,0,8823,0,0,19697,0.92,0,0,882,0.063,0.036,0.235,0,,,,,,,,,,,
11233,"KALE,RAW",84.04,49,4.28,0.93,2.01,8.75,3.6,2.26,150,1.47,47,92,491,38,0.56,1.499,0.659,0.9,120,0.11,0.13,1,0.091,0.271,141,0,141,141,0.8,0,9990,500,0,54,5927,81,0,8198,1.54,0,0,704.8,0.091,0.052,0.338,0,,,,,,,,,,,
1289,"KEFIR,LOWFAT,PLN,LIFEWAY",90.07,41,3.79,0.93,0.72,4.48,0,4.61,130,0.04,12,105,164,40,0.46,0.009,0.005,3.6,0.2,0.03,0.135,0.15,0.385,0.058,13,0,13,13,15.2,0.29,569,171,171,0,0,0,0,0,0.02,1,41,0.1,0.658,0.31,0.053,5,,,,,,,,,,,
1290,"KEFIR,LOWFAT,STRAWBERRY,LIFEWAY",84.82,62,3.39,0.9,0.68,10.2,0,9.21,119,0.04,11,96,154,37,0.44,0.009,0.005,3.6,1.5,0.03,0.21,0.105,0.38,0.06,22,0,22,22,15.2,0.31,599,178,178,0,3,0,0,0,0.06,1.1,44,1.2,0.533,0.262,0.041,5,,,,,,,,,,,
7968,"KIELBASA,FULLY CKD,GRILLED",49.38,337,12.45,29.68,3.46,5.03,0,2.39,42,0.99,16,204,306,1062,1.53,0.056,0.057,19.8,14.7,0.15,0.212,3.727,0.643,0.097,0,0,0,0,41.8,0.72,32,9,9,0,0,0,0,0,0.38,0.9,35,0,9.894,12.564,5.383,73,,,,,,,,,,,
7969,"KIELBASA,FULLY CKD,PAN-FRIED",49.98,333,12.36,29.43,3.45,4.78,0,2.38,40,0.93,15,199,304,1046,1.55,0.059,0.054,18.7,16.2,0.146,0.209,3.694,0.633,0.095,0,0,0,0,41.5,0.72,32,10,10,0,0,0,0,0,0.39,0.2,9,0,9.487,11.79,5.458,73,,,,,,,,,,,
7970,"KIELBASA,FULLY CKD,UNHTD",52.82,325,10.84,29.63,3,3.72,0,2.05,24,0.75,14,168,217,928,1.29,0.066,0.054,17.6,19.1,0.15,0.156,3.148,0.59,0.1,1,0,1,1,38.3,0.68,27,8,8,0,0,0,0,0,0.42,0.7,30,0.3,9.684,12.186,5.3,61,,,,,,,,,,,
9148,"KIWIFRUIT,GRN,RAW",83.07,61,1.14,0.52,0.61,14.66,3,8.99,34,0.31,17,34,312,3,0.14,0.13,0.098,0.2,92.7,0.027,0.025,0.341,0.183,0.063,25,0,25,25,7.8,0,87,4,0,0,52,0,0,122,1.46,0,0,40.3,0.029,0.047,0.287,0,,,,,,,,,,,
7038,KNACKWURST  KNOCKWURST  PORK  BF,55.3,307,11.1,27.7,2.7,3.2,0,0,11,0.66,11,98,199,930,1.66,0.06,0.021,13.5,0,0.342,0.14,2.734,0.32,0.17,2,0,2,2,55,1.18,0,0,0,0,0,0,0,0,0.57,1.1,44,1.6,10.21,12.81,2.92,60,,,,,,,,,,,
11793,"KOHLRABI,CKD,BLD,DRND,W/SALT",90.3,29,1.8,0.11,1.1,6.69,1.1,2.8,25,0.4,19,45,340,257,0.31,0.132,0.142,0.8,54,0.04,0.02,0.39,0.16,0.154,12,0,12,12,13.2,0,35,2,0,0,21,0,0,0,0.52,0,0,0.1,0.014,0.008,0.053,0,,,,,,,,,,,
11242,"KOHLRABI,CKD,BLD,DRND,WO/SALT",90.3,29,1.8,0.11,1.1,6.69,1.1,2.8,25,0.4,19,45,340,21,0.31,0.132,0.142,0.8,54,0.04,0.02,0.39,0.16,0.154,12,0,12,12,13.2,0,35,2,0,0,21,0,0,0,0.52,0,0,0.1,0.014,0.008,0.053,0,,,,,,,,,,,
11241,"KOHLRABI,RAW",91,27,1.7,0.1,1,6.2,3.6,2.6,24,0.4,19,46,350,20,0.03,0.129,0.139,0.7,62,0.05,0.02,0.4,0.165,0.15,16,0,16,16,12.3,0,36,2,0,0,22,0,0,0,0.48,0,0,0.1,0.013,0.007,0.048,0,,,,,,,,,,,
9149,"KUMQUATS,RAW",80.85,71,1.88,0.86,0.52,15.9,6.5,9.36,62,0.86,20,19,186,10,0.17,0.095,0.135,0,43.9,0.037,0.09,0.429,0.208,0.036,17,0,17,17,8.4,0,290,15,0,155,0,193,0,129,0.15,0,0,0,0.103,0.154,0.171,0,,,,,,,,,,,
17006,"LAMB,DOM,COMP OF RTL CUTS,FAT,1/4\FAT",CHOIC,"CKD""",26.14,586,12.16,59.18,0.68,0,0,0,23,1.29,13,114,194,58,1.74,0.088,0.004,18.8,0,0.07,0.17,7.8,0.58,0.04,3,0,3,3,54.3,2.35,0,0,0,0,0,0,0,0,0.04,0.1,2,4.6,27.02,24.4,4.48,114,,,,,,,,,
17002,"LAMB,DOM,COMP OF RTL CUTS,LN&FAT,1/4\FAT",CHOIC,"CKD""",53.72,294,24.52,20.94,1.04,0,0,0,17,1.88,23,188,310,72,4.46,0.119,0.022,26.4,0,0.1,0.25,6.66,0.66,0.13,18,0,18,18,93.7,2.55,0,0,0,0,0,0,0,0,0.14,0.1,2,4.6,8.83,8.82,1.51,97,,,,,,,,,
17060,"LAMB,DOM,CUBED FOR STEW (LEG&SHLDR),LN,1/4\FAT",CKD,"BRSD""",56.23,223,33.69,8.8,1.77,0,0,0,15,2.8,28,205,260,70,6.58,0.141,0.032,38.1,0,0.07,0.24,5.95,0.59,0.12,21,0,21,21,129.3,2.73,0,0,0,0,0,0,0,0,0.2,0.1,2,4.4,3.15,3.54,0.81,108,,,,,,,,,
17008,"LAMB,DOM,FORESHANK,LN&FAT,1/4\FAT",CHOIC,CKD,"BRSD""",56.8,243,28.37,13.46,0.91,0,0,0,20,2.14,22,166,257,72,7.69,0.123,0.025,30.6,0,0.05,0.19,5.46,0.63,0.1,17,0,17,17,110,2.28,0,0,0,0,0,0,0,0,0.18,0.1,2,4.3,5.63,5.68,0.97,106,,,,,,,,
17012,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN&FAT,1/4\FAT",CHOIC,CKD,"RSTD""",57.48,258,25.55,16.48,1.02,0,0,0,11,1.98,24,191,313,66,4.4,0.115,0.024,27.2,0,0.1,0.27,6.59,0.68,0.15,20,0,20,20,96.3,2.59,0,0,0,0,0,0,0,0,0.15,0.1,2,4.2,6.89,6.96,1.18,93,,,,,,,,
17014,"LAMB,DOM,LEG,WHL (SHK&SIRL),LN,1/4\FAT",CHOIC,CKD,"RSTD""",63.89,191,28.3,7.74,1.09,0,0,0,8,2.12,26,206,338,68,4.94,0.12,0.028,30.1,0,0.11,0.29,6.34,0.71,0.17,23,0,23,23,104.9,2.64,0,0,0,0,0,0,0,0,0.18,0.1,2,3.6,2.76,3.39,0.51,89,,,,,,,,
17024,"LAMB,DOM,LOIN,LN&FAT,1/4\FAT",CHOIC,CKD,"BRLD""",51.57,316,25.17,23.08,1.09,0,0,0,20,1.81,24,196,327,77,3.48,0.13,0.022,27.4,0,0.1,0.25,7.1,0.64,0.13,18,0,18,18,93.8,2.47,0,0,0,0,0,0,0,0,0.13,0.1,2,4.8,9.83,9.7,1.68,100,,,,,,,,
17025,"LAMB,DOM,LOIN,LN&FAT,1/4\FAT",CHOIC,CKD,"RSTD""",52.5,309,22.55,23.59,1.16,0,0,0,18,2.12,23,180,246,64,3.41,0.119,0.02,24.6,0,0.1,0.24,7.1,0.65,0.11,19,0,19,19,88.4,2.21,0,0,0,0,0,0,0,0,0.11,0.1,2,4.7,10.24,9.68,1.87,95,,,,,,,,
17027,"LAMB,DOM,LOIN,LN,1/4\FAT",CHOIC,CKD,"BRLD""",60.98,216,29.99,9.73,1.24,0,0,0,19,2,28,226,376,84,4.13,0.145,0.028,32.8,0,0.11,0.28,6.85,0.66,0.16,24,0,24,24,108.3,2.52,0,0,0,0,0,0,0,0,0.16,0.1,2,3.9,3.48,4.26,0.64,95,,,,,,,,
17030,"LAMB,DOM,RIB,LN&FAT,1/4\FAT",CHOIC,CKD,"BRLD""",47.06,361,22.13,29.59,1.14,0,0,0,19,1.88,23,178,270,76,4,0.121,0.02,23.9,0,0.09,0.22,7,0.61,0.11,14,0,14,14,86.4,2.54,0,0,0,0,0,0,0,0,0.12,0.1,2,5.3,12.7,12.12,2.37,99,,,,,,,,
17033,"LAMB,DOM,RIB,LN,1/4\FAT",CHOIC,CKD,"BRLD""",58.83,235,27.74,12.95,1.4,0,0,0,16,2.21,29,213,313,85,5.27,0.139,0.029,31,0,0.1,0.25,6.55,0.63,0.15,21,0,21,21,104.4,2.64,0,0,0,0,0,0,0,0,0.18,0.1,2,4.1,4.65,5.21,1.18,91,,,,,,,,
17053,"LAMB,DOM,SHLDR,BLADE,LN&FAT,1/4\FAT",CHOIC,CKD,"BRLD""",55.92,278,23.08,19.94,1.15,0,0,0,24,1.72,24,198,336,82,5.62,0.122,0.024,27.4,0,0.09,0.25,6.38,0.67,0.15,18,0,18,18,89.3,2.73,0,0,0,0,0,0,0,0,0.15,0.1,2,4.4,8.18,8.46,1.42,95,,,,,,,,
17038,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4\FAT",CHOIC,CKD,"RSTD""",56.26,276,22.51,19.97,1.21,0,0,0,20,1.97,23,184,251,66,5.23,0.108,0.022,26.2,0,0.09,0.24,6.15,0.7,0.13,21,0,21,21,87.9,2.64,0,0,0,0,0,0,0,0,0.14,0.1,2,4.6,8.44,8.17,1.62,92,,,,,,,,
17035,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN&FAT,1/4\FAT",CHOIC,"RAW""",61.39,264,16.58,21.45,0.89,0,0,0,16,1.5,21,158,230,61,3.94,0.097,0.019,19.2,0,0.11,0.21,5.66,0.68,0.13,19,0,19,19,69.5,2.53,0,0,0,0,0,0,0,0,0.22,0.1,2,3.4,9.28,8.79,1.71,72,,,,,,,,,
17041,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4\FAT",CHOIC,CKD,"BRLD""",61.38,210,27.12,10.5,1.45,0,0,0,21,2.19,29,217,324,83,6.6,0.137,0.028,31.3,0,0.1,0.28,6.15,0.69,0.14,23,0,23,23,104,3.11,0,0,0,0,0,0,0,0,0.2,0.1,2,5.7,3.88,4.24,0.94,93,,,,,,,,
17042,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4\FAT",CHOIC,CKD,"RSTD""",63.32,204,24.94,10.77,1.33,0,0,0,19,2.13,25,200,265,68,6.04,0.113,0.026,28.5,0,0.09,0.26,5.76,0.73,0.15,25,0,25,25,95.8,2.7,0,0,0,0,0,0,0,0,0.18,0.1,2,4.5,4.08,4.36,0.95,87,,,,,,,,
17039,"LAMB,DOM,SHLDR,WHL (ARM&BLD),LN,1/4\FAT",CHOIC,"RAW""",72.99,144,19.55,6.76,1.04,0,0,0,15,1.66,24,184,274,70,4.77,0.109,0.024,22.2,0,0.12,0.22,5.45,0.71,0.16,23,0,23,23,82,2.78,0,0,0,0,0,0,0,0,0.22,0.1,2,3.4,2.42,2.72,0.62,66,,,,,,,,,
17225,"LAMB,GROUND,CKD,BRLD",55.09,283,24.75,19.65,1.14,0,0,0,22,1.79,24,201,339,81,4.67,0.128,0.024,27.7,0,0.1,0.25,6.7,0.66,0.14,19,0,19,19,93.4,2.61,0,0,0,0,0,0,0,0,0.14,0.1,2,5.3,8.12,8.32,1.4,97,,,,,,,,,,,
17224,"LAMB,GROUND,RAW",59.47,282,16.56,23.41,0.87,0,0,0,16,1.55,21,157,222,59,3.41,0.101,0.019,18.8,0,0.11,0.21,5.96,0.65,0.13,18,0,18,18,69.3,2.31,0,0,0,0,0,0,0,0,0.2,0.1,2,3.6,10.19,9.6,1.85,73,,,,,,,,,,,
17077,"LAMB,NZ,IMP,FRZ,LOIN,LN&FAT,CKD,BRLD",50.44,315,23.43,23.88,1.3,0,0,0,23,2.05,19,208,159,49,2.65,0.109,0.021,2,0,0.12,0.36,7.93,0.5,0.11,1,0,1,1,95,2.53,0,0,0,0,0,0,0,0,0.13,0.1,2,4.9,11.96,9.2,1.09,112,,,,,,,,,,,
17081,"LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN & FAT,CKD,FAST RSTD",59.66,253,22.06,18.29,0.98,0.04,0,0,20,1.57,22,195,304,69,2.69,0.108,0.01,4,0,0.067,0.186,6.019,0.366,0.156,0,0,0,0,81.7,1.17,33,10,10,0,0,0,0,0,0.45,0,2,3.1,7.066,4.787,0.734,76,,,,,,,,,,,
17083,"LAMB,NZ,IMP,RACK - PARTLY FRENCHED,LN,CKD,FAST RSTD",64.96,193,24.43,10.63,1.09,0,0,0,22,1.65,24,209,323,72,2.89,0.12,0.01,4.3,0,0.06,0.202,6.705,0.394,0.17,0,0,0,0,94.4,1.24,14,4,4,0,0,0,0,0,0.37,0,1,3.5,3.664,2.601,0.503,76,,,,,,,,,,,
11245,"LAMBSQUARTERS,CKD,BLD,DRND,WO/SALT",88.9,32,3.2,0.7,2.2,5,2.1,0.62,258,0.7,23,45,288,29,0.3,0.197,0.525,0.9,37,0.1,0.26,0.9,0.062,0.174,14,0,14,14,0.5,0,7816,391,0,4,4688,0,0,1857,1.85,0,0,494.2,0.052,0.131,0.307,0,,,,,,,,,,,
4002,LARD,0,902,0,100,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0.2,0,0,0,0,0,0,0,0,0,0,49.7,0,0,0,0,0,0,0,0,0,0.6,2.5,102,0,39.2,45.1,11.2,95,,,,,,,,,,,
22916,"LASAGNA W/ MEAT & SAU,FRZ ENTREE",73.1,124,6.63,4.42,1.46,14.39,1.4,2.96,73,0.65,18,102,184,347,0.79,0.086,0.178,14.8,4.1,0.052,0.05,1.426,0.298,0.124,14,11,3,22,15.3,0.74,437,37,18,7,222,2,3350,175,0.87,0,1,5.9,2.067,1.6,0.358,14,,,,,,,,,,,
22977,"LASAGNA W/ MEAT SAU,FRZ,PREP",70.87,135,7.28,4.92,1.57,15.36,1.7,3.11,88,0.71,20,115,196,373,0.87,0.09,0.193,15.9,2.5,0.07,0.074,1.528,0.323,0.122,24,17,7,36,23.2,0.33,437,41,23,8,210,3,3592,176,0.85,0,1,7,2.348,1.758,0.433,17,,,,,,,,,,,
22910,"LASAGNA,CHS,FRZ,PREP",72.78,130,6.54,5.33,1.51,13.84,1.7,4.23,111,1.27,21,107,182,284,0.91,0.109,0.197,26.2,17.1,0.114,0.154,1.361,0.204,0.069,32,26,6,51,10.3,0.57,277,46,39,2,87,0,2779,28,0.88,0,1,9.1,2.11,1.573,1.022,13,,,,,,,,,,,
22956,"LASAGNA,VEG,FRZ,BKD",71.24,139,6.87,6.04,1.66,14.18,1.9,2.54,150,0.55,21,140,170,445,0.87,0.073,0.191,14.1,1.1,0.117,0.185,0.81,0.197,0.102,14,1,12,14,12.3,0.59,647,68,42,90,256,5,0,101,0.46,0,0,17.8,2.866,1.721,1.337,14,,,,,,,,,,,
18369,"LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,NA AL SULFATE",5,53,0,0,67.3,27.7,0.2,0,5876,11.02,27,2191,20,10600,0.01,0.01,0.011,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
18370,"LEAVENING AGENTS,BAKING PDR,DOUBLE-ACTING,STRAIGHT PO4",4,51,0.1,0,71.8,24.1,0.2,0,7364,11.27,39,9918,5,7893,0.02,0.013,0.014,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
18371,"LEAVENING AGENTS,BAKING PDR,LOW-SODIUM",6.2,97,0.1,0.4,46.4,46.9,2.2,0,4332,8.17,29,6869,10100,90,0.72,0.019,0.42,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.006,0.121,0,,,,,,,,,,,
18372,"LEAVENING AGENTS,BAKING SODA",0.2,0,0,0,36.9,0,0,0,0,0,0,0,0,27360,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
18373,"LEAVENING AGENTS,CRM OF TARTAR",1.7,258,0,0,36.8,61.5,0.2,0,8,3.72,2,5,16500,52,0.42,0.195,0.205,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
18375,"LEAVENING AGENTS,YEAST,BAKER'S,ACTIVE DRY",5.08,325,40.44,7.61,5.65,41.22,26.9,0,30,2.17,54,637,955,51,7.94,0.436,0.312,7.9,0.3,10.99,4,40.2,13.5,1.5,2340,0,2340,2340,32,0.07,0,0,0,0,0,0,0,0,0,0,0,0.4,1.001,4.309,0.017,0,,,,,,,,,,,
18374,"LEAVENING AGENTS,YEAST,BAKER'S,COMPRESSED",69,105,8.4,1.9,1.8,18.1,8.1,0,19,3.25,40,336,601,30,9.97,0.148,0.2,8.1,0.1,1.88,1.13,12.3,4.9,0.43,785,0,785,785,32,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.243,1.047,0.004,0,,,,,,,,,,,
7039,LEBANON BOLOGNA  BF,65.77,172,19.03,10.44,4.32,0.44,0,0,20,2.15,20,192,330,1374,3.84,0.073,0.022,15.7,0.9,0.101,0.165,3.223,0.32,0.391,6,0,6,6,62.7,2.9,39,12,12,0,0,0,0,0,0.57,0.3,10,0.3,2.794,4.436,0.258,55,,,,,,,,,,,
11246,"LEEKS,(BULB&LOWER LEAF-PORTION),RAW",83,61,1.5,0.3,1.05,14.15,1.8,3.9,59,2.1,28,35,180,20,0.12,0.12,0.481,1,12,0.06,0.03,0.4,0.14,0.233,64,0,64,64,9.5,0,1667,83,0,0,1000,0,0,1900,0.92,0,0,47,0.04,0.004,0.166,0,,,,,,,,,,,
9153,"LEMON JUC FROM CONC,CND OR BTLD",93.64,17,0.45,0.07,0.22,5.62,0.7,1.53,10,0.06,7,9,109,24,0.19,0.018,0.016,0.1,14.3,0.021,0.017,0.18,0.08,0.037,9,0,9,9,5.1,0,33,2,0,0,0,40,0,11,0.23,0,0,0.1,0.027,0.006,0.017,0,,,,,,,,,,,
9154,"LEMON JUC,FRZ,UNSWTND,SINGLE STRENGTH",92.39,22,0.46,0.32,0.33,6.5,0.4,2.4,8,0.12,8,8,89,1,0.05,0.03,0.03,0.1,31.5,0.059,0.013,0.137,0.121,0.06,10,0,10,10,5.1,0,13,1,0,0,2,12,0,7,0.08,0,0,0,0.043,0.012,0.097,0,,,,,,,,,,,
9152,"LEMON JUICE,RAW",92.31,22,0.35,0.24,0.21,6.9,0.3,2.52,6,0.08,6,8,103,1,0.05,0.016,0.012,0.1,38.7,0.024,0.015,0.091,0.131,0.046,20,0,20,20,5.1,0,6,0,0,0,1,4,0,15,0.15,0,0,0,0.04,0.006,0.021,0,,,,,,,,,,,
14292,"LEMONADE,FRZ CONC,WHITE",49.06,196,0.22,0.7,0.13,49.89,0.3,44.46,7,0.09,7,7,72,7,0.04,0.013,0.013,0.4,13.1,0.02,0,0.11,0.115,0.02,7,0,7,7,2,0,0,0,0,0,0,0,0,4,0.09,0,0,0.2,0.025,0.008,0.059,0,,,,,,,,,,,
14288,"LEMONADE,PDR,PREP W/H2O",96.26,14,0,0.04,0.11,3.59,0,3.5,4,0.01,10,0,6,6,0.01,0.011,0.001,0,1.5,0.001,0,0.005,0.002,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,,,,,,,,,,,
9150,"LEMONS,RAW,WITHOUT PEEL",88.98,29,1.1,0.3,0.3,9.32,2.8,2.5,26,0.6,8,16,138,2,0.06,0.037,0.03,0.4,53,0.04,0.02,0.1,0.19,0.08,11,0,11,11,5.1,0,22,1,0,1,3,20,0,11,0.15,0,0,0,0.039,0.011,0.089,0,,,,,,,,,,,
16370,"LENTILS,MATURE SEEDS,CKD,BLD,W/SALT",69.64,114,9.02,0.38,1.42,19.54,7.9,1.8,19,3.33,36,180,369,238,1.27,0.251,0.494,2.8,1.5,0.169,0.073,1.06,0.638,0.178,181,0,181,181,32.7,0,8,0,0,0,5,0,0,0,0.11,0,0,1.7,0.053,0.064,0.175,0,,,,,,,,,,,
16070,"LENTILS,MATURE SEEDS,CKD,BLD,WO/SALT",69.64,116,9.02,0.38,0.83,20.13,7.9,1.8,19,3.33,36,180,369,2,1.27,0.251,0.494,2.8,1.5,0.169,0.073,1.06,0.638,0.178,181,0,181,181,32.7,0,8,0,0,0,5,0,0,0,0.11,0,0,1.7,0.053,0.064,0.175,0,,,,,,,,,,,
16069,"LENTILS,RAW",8.26,352,24.63,1.06,2.71,63.35,10.7,2.03,35,6.51,47,281,677,6,3.27,0.754,1.393,0.1,4.5,0.873,0.211,2.605,2.14,0.54,479,0,479,479,96.4,0,39,2,0,0,23,0,0,0,0.49,0,0,5,0.154,0.193,0.526,0,,,,,,,,,,,
11250,"LETTUCE,BUTTERHEAD (INCL BOSTON&BIBB TYPES),RAW",95.63,13,1.35,0.22,0.57,2.23,1.1,0.94,35,1.24,13,33,238,5,0.2,0.016,0.179,0.6,3.7,0.057,0.062,0.357,0.15,0.082,73,0,73,73,8.4,0,3312,166,0,0,1987,0,0,1223,0.18,0,0,102.3,0.029,0.008,0.117,0,,,,,,,,,,,
11251,"LETTUCE,COS OR ROMAINE,RAW",94.61,17,1.23,0.3,0.58,3.29,2.1,1.19,33,0.97,14,30,247,8,0.23,0.048,0.155,0.4,4,0.072,0.067,0.313,0.142,0.074,136,0,136,136,9.9,0,8710,436,0,0,5226,0,0,2312,0.13,0,0,102.5,0.039,0.012,0.16,0,,,,,,,,,,,
11253,"LETTUCE,GRN LEAF,RAW",94.98,15,1.36,0.15,0.62,2.87,1.3,0.78,36,0.86,13,29,194,28,0.18,0.029,0.25,0.6,9.2,0.07,0.08,0.375,0.134,0.09,38,0,38,38,13.6,0,7405,370,0,0,4443,0,0,1730,0.22,0,0,126.3,0.02,0.006,0.082,0,,,,,,,,,,,
11252,"LETTUCE,ICEBERG (INCL CRISPHEAD TYPES),RAW",95.64,14,0.9,0.14,0.36,2.97,1.2,1.97,18,0.41,7,20,141,10,0.15,0.025,0.125,0.1,2.8,0.041,0.025,0.123,0.091,0.042,29,0,29,29,6.7,0,502,25,0,4,299,0,0,277,0.18,0,0,24.1,0.018,0.006,0.074,0,,,,,,,,,,,
11257,"LETTUCE,RED LEAF,RAW",95.64,16,1.33,0.22,0.55,2.26,0.9,0.48,33,1.2,12,28,187,25,0.2,0.028,0.203,1.5,3.7,0.064,0.077,0.321,0.144,0.1,36,0,36,36,11.8,0,7492,375,0,0,4495,0,0,1724,0.15,0,0,140.3,0.017,0.005,0.072,0,,,,,,,,,,,
1302,"LIGHT ICE CRM,CREAMSICLE",61.77,165,1.54,3.08,0.87,32.75,0,18.46,62,0,12,84,174,46,0.66,0.02,0.007,1.8,13.8,0.045,0.206,0.113,0.402,0.038,6,0,6,6,20.4,0.36,324,93,92,0,10,2,0,2,0.09,0.1,2,0.3,1.813,0.819,0.137,8,,,,,,,,,,,
21413,"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ COOKIE PIECES",63.9,169,3.97,5.66,0.92,25.55,0.1,21.19,129,0.61,14,111,198,75,0.5,0.03,0.042,4,0.8,0.048,0.229,0.264,0.722,0.058,10,5,5,13,18.6,0.58,93,26,25,0,5,0,0,0,0.09,0,0,3.3,2.754,1.716,0.364,15,,,,,,,,,,,
21412,"LIGHT ICE CRM,SOFT SERVE,BLENDED W/ MILK CHOC CANDIES",61.74,182,4.02,6.46,0.96,26.82,0.2,24.37,135,0.27,17,116,208,54,0.54,0.044,0.046,3.6,0.9,0.051,0.243,0.139,0.73,0.053,3,0,3,3,20.4,0.6,111,31,31,0,5,0,0,0,0.08,0,0,0.7,3.633,1.67,0.282,16,,,,,,,,,,,
11714,"LIMA BNS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT",67.17,123,6.81,0.32,2.06,23.64,5.3,1.63,32,2.45,74,130,570,253,0.79,0.305,1.252,2,10.1,0.14,0.096,1.04,0.257,0.193,26,0,26,26,44.1,0,370,19,0,0,222,0,0,0,0.14,0,0,6.2,0.073,0.019,0.154,0,,,,,,,,,,,
